loan_amnt,term,int_rate,annual_inc,installment,verification_status,grade,revol_util,loan_status
15000,0,5.99,95200.0,456.27,0,6,16.1,0
20000,1,22.48,56000.0,557.86,1,0,4.1,0
24925,1,19.29,54000.0,650.56,1,2,9.2,0
12000,1,15.23,45000.0,286.93,0,4,79.7,0
2100,0,7.49,80000.0,65.32,0,6,78.0,0
33600,1,21.36,104400.0,915.82,1,1,88.1,0
11000,0,5.99,96000.0,334.6,1,6,6.8,0
12000,1,19.29,49646.0,313.21,2,2,81.9,0
7500,0,18.39,160000.0,272.62,2,2,95.1,1
25000,1,20.62,54704.0,671.01,1,1,18.4,1
2875,0,15.23,28000.0,99.99,1,4,57.3,0
7200,0,18.79,40000.0,263.16,0,2,98.3,0
15000,0,8.49,95600.0,473.45,1,6,40.7,1
5000,0,7.49,225000.0,155.51,1,6,90.9,0
1275,0,15.23,20400.0,44.35,1,4,57.4,0
6250,0,6.99,54000.0,192.96,1,6,13.8,0
7500,0,10.99,120000.0,245.51,0,5,95.8,0
11625,1,19.29,40000.0,303.42,1,2,0.0,1
2400,0,10.59,27259.44,78.11,0,5,51.8,0
11000,0,10.99,92000.0,360.08,1,5,84.2,0
17500,0,8.49,152000.0,552.36,1,6,32.4,0
9000,0,10.59,64973.0,292.91,2,5,48.6,0
1600,0,5.42,62500.0,48.26,1,6,7.4,0
2400,0,17.49,13440.0,86.16,1,3,97.2,1
3000,0,7.49,43200.0,93.31,0,6,25.9,0
6000,0,12.99,37000.0,202.14,2,4,34.5,0
16000,0,10.59,61000.0,520.72,1,5,44.1,1
4000,0,10.99,130000.0,130.94,1,5,64.9,0
18000,0,10.99,200000.0,589.22,1,5,34.1,0
8000,0,10.99,64000.0,261.88,0,5,28.6,0
15000,1,16.89,56000.0,371.91,1,3,36.3,0
12000,1,13.49,54257.0,276.06,1,4,45.5,0
15000,0,11.49,45000.0,494.57,0,5,54.6,0
35000,0,8.49,93600.0,1104.71,2,6,9.6,0
20000,0,11.49,226000.0,659.43,2,5,77.8,0
7000,0,9.99,36000.0,225.84,0,5,51.6,0
10000,0,6.99,58000.0,308.73,1,6,0.0,0
14000,0,12.99,66000.0,471.65,0,4,44.8,0
2500,0,13.49,43000.0,84.83,0,4,90.6,0
11200,0,10.59,62200.0,364.51,0,5,57.7,0
10000,0,15.62,75000.0,349.7,0,3,54.9,1
7500,0,19.69,175000.0,277.55,1,2,99.0,0
2500,0,9.99,84000.0,80.66,0,5,66.1,0
4800,0,7.49,30000.0,149.29,2,6,24.7,0
10625,0,11.99,32400.0,352.86,1,5,71.6,0
4200,0,9.99,50988.0,135.51,0,5,26.3,0
11875,1,11.49,42000.0,261.11,0,5,47.7,0
5400,0,15.99,18000.0,189.83,1,3,9.6,0
25000,0,10.99,95000.0,818.35,1,5,41.0,0
18000,1,20.99,80000.0,486.86,1,1,77.6,0
8400,0,9.99,37308.0,271.01,2,5,46.5,0
7400,0,10.99,63000.0,242.24,1,5,43.6,0
3200,0,11.49,113000.0,105.51,0,5,11.5,0
10000,1,16.49,65000.0,245.8,1,3,74.7,0
5000,0,15.62,54000.0,174.85,2,3,59.0,0
2600,0,7.49,36000.0,80.87,0,6,14.9,0
6300,0,6.99,42504.0,194.5,2,6,24.0,0
20000,0,10.99,33000.0,654.68,0,5,23.3,1
16000,1,10.99,42300.0,347.8,1,5,6.9,0
12000,0,11.99,96000.0,398.52,0,5,2.7,0
5000,0,12.99,43000.0,168.45,2,4,21.8,0
3500,0,11.99,66504.0,116.24,2,5,56.2,0
5000,0,16.49,170000.0,177.0,2,3,95.1,0
6000,0,7.49,62000.0,186.61,2,6,6.4,0
14000,0,6.99,70000.0,432.22,2,6,4.8,0
1800,0,11.49,15000.0,59.35,2,5,25.5,0
20000,0,10.99,78000.0,654.68,1,5,31.8,0
4400,0,11.49,30000.0,145.08,0,5,20.2,0
5500,1,10.99,42996.0,119.56,2,5,5.7,0
15000,0,17.99,63830.0,542.22,1,2,58.5,0
18000,1,19.69,48000.0,473.8,0,2,40.9,0
6000,0,10.99,65000.0,196.41,0,5,53.3,0
20000,1,16.89,61000.0,495.87,1,3,72.6,1
13500,1,10.59,61000.0,290.77,0,5,19.1,0
10000,0,7.49,90000.0,311.02,2,6,29.7,0
16000,0,11.99,102000.0,531.36,2,5,52.4,0
11000,0,10.59,36000.0,358.0,2,5,71.1,0
3575,0,11.49,50000.0,117.88,2,5,74.5,0
5000,0,16.49,70000.0,177.0,1,3,92.0,0
27500,1,15.23,77318.0,657.55,1,4,12.2,1
9600,0,10.99,33504.0,314.25,2,5,25.0,0
13075,1,22.11,300000.0,361.94,2,0,96.2,0
14000,0,12.99,66000.0,471.65,0,4,13.7,0
8000,0,13.99,83135.0,273.39,0,4,87.7,0
12000,1,13.49,119004.0,276.06,2,4,8.5,0
10000,0,15.99,70000.0,351.53,1,3,69.6,1
7000,0,9.99,43000.0,225.84,2,5,35.3,0
5600,0,9.99,69000.0,180.67,2,5,4.2,0
16000,0,11.49,75000.0,527.55,2,5,80.4,0
4200,0,9.99,21600.0,135.51,1,5,50.3,1
35000,1,19.69,65000.0,574.48,1,2,31.6,0
30000,1,18.79,82200.0,519.09,1,2,91.2,0
2000,0,12.99,40000.0,67.38,0,4,87.4,0
5000,0,5.99,73000.0,152.09,2,6,28.0,0
4000,1,20.25,40000.0,106.54,2,1,39.0,0
12500,0,7.49,61450.0,388.78,2,6,27.6,0
25000,0,10.99,110000.0,818.35,2,5,57.1,0
6000,0,10.99,93000.0,196.41,0,5,80.0,0
5700,0,5.42,37000.0,171.92,2,6,26.9,0
8325,0,10.99,48000.0,272.52,0,5,78.2,1
30000,1,17.49,84000.0,492.29,1,3,65.7,0
7800,1,15.99,86004.0,189.64,1,3,46.0,0
5000,0,12.99,150000.0,168.45,2,4,30.7,0
10000,0,15.62,27000.0,349.7,1,3,86.5,0
1200,0,7.49,74000.0,37.33,2,6,41.3,0
12000,1,16.89,43000.0,297.53,0,3,95.9,1
4200,0,6.99,130000.0,129.67,0,6,40.9,0
6000,0,10.99,52000.0,196.41,1,5,71.2,0
6400,0,7.49,59000.0,199.06,0,6,4.3,0
4000,0,7.49,65000.0,124.41,0,6,12.4,0
5000,0,10.99,40992.0,163.67,2,5,65.7,0
3600,0,14.79,76000.0,124.43,0,4,85.4,0
8000,0,15.62,24000.0,279.76,2,3,60.4,0
10500,0,8.49,41900.0,331.42,0,6,83.0,0
5000,0,16.89,40500.0,178.0,1,3,52.1,0
17000,1,18.39,50000.0,292.55,1,2,89.3,0
5000,0,21.36,35000.0,189.31,0,1,49.1,0
19200,1,11.49,33000.0,275.95,0,5,53.1,0
25000,0,9.99,80000.0,806.57,1,5,4.9,0
6000,0,11.49,95000.0,197.83,2,5,20.0,0
22000,1,10.99,62925.0,316.83,1,5,31.3,0
12000,0,13.49,116000.0,407.17,1,4,21.6,0
4000,1,17.49,14400.0,100.47,0,3,37.3,1
5000,0,13.99,66000.0,170.87,2,4,93.2,0
6400,0,9.99,112455.0,206.48,1,5,0.0,0
5000,0,11.49,110000.0,164.86,1,5,73.3,0
5200,0,13.49,24000.0,176.44,2,4,75.2,0
8000,1,9.99,43200.0,169.94,0,5,45.8,0
20000,0,12.99,89900.0,673.79,1,4,85.4,0
10000,0,5.99,85000.0,304.18,2,6,11.7,0
3300,0,8.49,28956.0,104.16,2,6,21.2,0
35000,1,13.49,73000.0,530.26,1,4,37.6,0
4800,1,9.99,20004.0,101.97,0,5,18.2,0
3000,0,8.49,27996.0,94.69,2,6,9.5,0
7475,0,8.49,25000.0,235.94,0,6,18.0,0
3000,0,13.49,48750.0,101.8,0,4,30.1,0
12375,0,13.49,53000.0,419.89,1,4,75.8,0
15000,0,17.49,64000.0,538.46,1,3,81.5,0
10000,1,16.89,45000.0,247.94,2,3,59.4,0
27000,1,11.49,109000.0,593.67,1,5,54.3,0
24000,0,7.49,133000.0,697.46,1,6,40.2,0
23750,0,10.99,80000.0,777.44,1,5,79.8,0
35000,1,20.62,184000.0,939.41,1,1,64.7,0
12000,1,20.62,50000.0,322.09,2,1,5.6,1
16000,0,14.79,100000.0,553.01,2,4,0.0,0
19200,1,10.99,50000.0,417.36,2,5,39.6,0
15000,1,15.23,82000.0,289.33,1,4,54.8,0
3050,0,7.49,24000.0,94.86,0,6,0.0,0
20000,0,9.99,120000.0,645.25,1,5,35.5,0
6000,0,10.59,42000.0,195.27,0,5,51.6,0
10000,0,13.99,97000.0,341.73,0,4,92.7,0
8000,0,6.99,141000.0,239.27,2,6,47.8,0
15000,0,10.99,64999.92,491.01,1,5,46.9,0
13000,1,15.23,110000.0,289.92,2,4,77.5,0
10000,0,6.99,70000.0,308.73,2,6,13.4,0
21850,1,18.79,52800.0,564.28,1,2,87.3,0
21000,0,12.62,150000.0,703.74,1,5,15.6,0
3600,0,13.49,65004.0,122.15,0,4,73.4,0
25975,1,18.39,49000.0,431.47,1,2,54.2,1
16000,1,12.99,69390.0,363.97,1,4,23.7,0
6800,0,21.74,36500.0,258.79,2,1,89.4,1
30600,0,18.79,80000.0,1118.43,1,2,96.5,0
11500,0,9.99,28800.0,371.02,2,5,21.5,1
24650,1,16.89,45000.0,518.19,1,3,41.1,1
12000,1,19.69,41900.0,315.87,0,2,42.6,1
12000,0,13.99,54400.0,410.08,2,4,0.8,0
3525,0,5.42,103000.0,106.32,0,6,26.4,0
1000,0,15.23,30000.0,34.78,2,4,2.0,0
14250,1,11.49,82500.0,313.33,1,5,56.6,0
9000,0,6.99,66766.0,277.86,0,6,22.2,0
8000,0,11.49,110000.0,263.78,0,5,74.8,0
8000,0,12.99,52000.0,269.52,0,4,56.8,0
5275,0,5.42,120000.0,159.1,0,6,4.5,0
11200,0,13.99,75000.0,382.74,1,4,40.3,0
2400,0,10.99,39000.0,78.57,2,5,65.0,0
7200,0,15.23,35000.0,250.41,0,4,8.5,1
18000,0,8.49,51996.0,568.14,0,6,77.6,0
1400,0,13.49,21600.0,47.51,0,4,59.0,0
6500,0,10.99,84000.0,212.78,2,5,73.4,0
12000,0,7.49,114000.0,373.22,0,6,32.8,0
16000,1,14.79,87000.0,378.88,0,4,49.9,0
12700,1,19.29,60780.0,331.48,1,2,74.4,0
2100,1,13.99,48000.0,48.86,0,4,80.0,1
4750,0,5.99,60000.0,144.49,0,6,7.2,0
5000,0,11.49,104000.0,164.86,0,5,44.6,0
10000,0,8.49,50000.0,315.63,0,6,50.0,1
15500,0,10.99,51168.0,507.38,1,5,81.3,0
4250,0,5.42,72000.0,128.18,0,6,7.3,0
20000,1,18.39,115000.0,512.13,0,2,71.3,0
12000,0,15.99,122000.0,421.83,1,3,47.8,0
6000,1,10.99,53640.0,130.43,0,5,65.9,0
10000,1,19.69,96000.0,263.22,0,2,87.4,0
3500,0,7.49,18000.0,108.86,1,6,91.9,0
2750,0,9.99,37000.0,88.73,2,5,41.1,0
12000,1,16.49,57000.0,294.96,0,3,75.7,0
4000,0,11.99,66000.0,132.84,2,5,37.6,0
15000,0,5.99,40000.0,456.27,2,6,6.8,0
3600,0,7.49,40000.0,111.97,2,6,11.8,0
7000,0,5.99,55000.0,212.93,0,6,8.6,0
6000,0,10.59,21600.0,195.27,0,5,30.0,0
25000,1,19.69,37506.48,501.43,1,2,64.2,0
9600,0,5.42,70000.0,289.54,0,6,7.3,0
8825,0,5.99,64000.0,268.44,0,6,14.6,0
2000,0,12.99,27385.0,67.38,0,4,24.7,1
3000,0,5.42,40000.0,90.48,2,6,11.0,0
8000,0,10.59,21600.0,260.36,0,5,30.3,0
5600,0,10.99,60000.0,183.32,0,5,72.6,0
9600,1,15.23,62004.0,229.55,2,4,64.8,1
10000,0,10.99,78096.0,327.34,1,5,84.3,0
6000,0,5.42,70000.0,180.96,0,6,7.8,0
19200,1,16.89,69600.0,354.55,2,3,29.9,0
12600,0,11.99,30000.0,418.45,2,5,22.1,0
5000,0,11.49,35000.0,164.86,0,5,92.9,0
13000,0,15.23,60000.0,452.12,2,4,89.8,1
25000,1,15.99,54000.0,430.95,1,3,47.8,1
6600,0,7.49,52000.0,205.28,0,6,26.6,0
25000,1,15.99,49000.0,424.26,1,3,65.0,0
6000,0,10.99,59700.0,196.41,0,5,19.1,0
5000,0,8.49,36000.0,157.82,0,6,62.3,0
6000,0,10.59,30840.0,195.27,1,5,69.8,0
12000,0,11.99,54000.0,398.52,0,5,63.0,0
11200,0,16.89,186600.0,398.7,0,3,64.2,0
15000,1,15.99,118000.0,364.7,0,3,84.8,1
12000,1,19.69,140000.0,315.87,0,2,89.5,0
10000,0,7.49,65000.0,311.02,1,6,34.9,0
9000,0,13.99,62000.0,307.56,0,4,97.9,0
10000,0,6.99,85500.0,308.73,1,6,2.0,0
10000,1,19.29,60000.0,261.01,0,2,87.3,0
20675,1,12.99,89500.0,470.32,1,4,37.6,0
7950,0,15.99,24000.0,279.46,0,3,95.9,0
8000,0,6.99,65000.0,246.99,1,6,33.7,0
4000,0,8.49,25200.0,126.26,1,6,0.0,0
9000,0,7.49,110000.0,279.92,0,6,45.4,0
35000,1,16.89,100000.0,867.78,1,3,27.8,0
9000,0,7.49,80000.0,279.92,1,6,3.2,0
12000,1,10.59,22063.8,258.47,0,5,26.6,0
4800,0,17.99,45000.0,173.51,2,2,81.1,1
11000,0,5.42,75000.0,331.76,0,6,21.5,0
6000,0,6.99,120000.0,185.24,0,6,22.1,0
10400,0,13.49,43500.0,352.88,0,4,58.4,0
3000,0,7.49,77000.0,93.31,1,6,59.5,0
21400,0,13.49,85000.0,726.12,1,4,61.8,0
8000,0,10.99,26400.0,261.88,0,5,39.2,0
10000,1,19.69,78996.0,263.22,2,2,26.1,0
8000,0,11.49,79000.0,263.78,0,5,90.1,0
15000,0,10.99,39000.0,491.01,2,5,37.2,0
7175,0,12.99,40100.0,241.72,1,4,81.2,0
30000,1,17.49,72000.0,599.67,1,3,36.0,1
20000,1,12.99,60000.0,454.96,1,4,41.5,0
6000,0,8.49,32000.0,189.38,2,6,25.9,0
2500,0,11.99,12000.0,83.03,2,5,51.2,0
2400,0,10.99,372000.0,78.57,2,5,97.3,1
11000,0,16.49,38400.0,389.4,0,3,66.5,0
1000,0,7.49,30000.0,31.11,1,6,46.4,0
6000,0,15.62,33000.0,209.82,2,3,58.7,0
12800,1,17.99,81696.0,324.97,2,2,97.8,1
10800,0,10.99,48000.0,353.53,0,5,49.7,0
2800,0,11.99,58000.0,92.99,2,5,66.5,0
3000,1,13.49,72000.0,69.02,0,4,78.4,0
5000,0,18.39,97500.0,181.75,2,2,99.7,0
6000,1,17.99,23004.0,152.33,0,2,75.1,0
12000,0,10.59,150000.0,390.54,0,5,47.0,0
8000,0,16.49,65004.0,283.2,1,3,36.7,0
11500,0,11.49,110000.0,379.17,2,5,37.5,0
6300,0,10.99,37000.0,206.23,2,5,75.0,0
5000,0,6.99,35000.0,154.37,0,6,1.8,0
2000,0,11.99,55000.0,66.42,0,5,29.5,1
19600,1,23.22,170000.0,555.02,1,0,98.6,0
8000,0,10.99,80000.0,261.88,2,5,74.9,0
18000,1,12.99,60000.0,313.93,1,4,38.9,1
2000,0,16.89,33000.0,71.2,2,3,79.2,1
2100,0,5.42,35000.0,63.34,0,6,8.5,0
10400,0,11.49,47000.0,342.91,1,5,0.0,0
6000,0,15.62,35000.0,209.82,2,3,84.3,0
14000,1,20.99,120000.0,378.67,2,1,98.6,1
3000,0,10.59,26400.0,97.64,2,5,57.1,0
2200,0,12.99,50000.0,74.12,2,4,47.9,0
7700,0,13.49,52700.0,261.27,1,4,30.4,0
4100,0,10.59,57000.0,133.44,0,5,49.7,0
5000,1,17.49,28800.0,125.59,2,3,20.0,1
2700,1,7.49,12000.0,54.09,0,6,25.8,0
1000,0,12.99,11220.0,33.69,0,4,26.9,0
10000,0,11.49,30720.0,329.72,1,5,83.1,0
10000,0,10.99,19200.0,327.34,2,5,7.9,0
4000,0,11.49,36000.0,131.89,0,5,65.3,0
12000,1,11.99,140000.0,266.88,2,5,18.4,1
12000,1,13.49,61999.0,276.06,0,4,25.7,0
6000,0,7.49,76000.0,186.61,0,6,68.0,0
5650,0,10.99,72000.0,184.95,2,5,13.8,1
8000,0,11.49,62500.0,263.78,2,5,69.0,0
19000,1,16.49,75000.0,304.17,2,3,64.2,0
12000,0,12.99,58000.0,404.27,2,4,79.8,0
10000,0,20.62,185000.0,374.81,2,1,97.8,0
16000,0,10.99,52000.0,523.75,1,5,42.7,0
12000,1,18.79,48422.0,309.91,1,2,79.0,1
4000,0,10.99,52800.0,130.94,2,5,48.7,0
4800,0,9.99,65000.0,154.86,2,5,26.6,0
24000,1,10.99,60000.0,333.13,2,5,13.9,0
20000,1,17.99,49000.0,324.97,1,2,64.0,0
1500,0,8.49,45000.0,47.35,0,6,27.4,1
5100,0,11.49,60000.0,168.16,0,5,85.6,0
3000,0,15.23,24000.0,104.34,2,4,31.9,0
4200,1,13.99,11808.0,97.71,0,4,46.7,0
14125,0,13.99,45000.0,482.7,2,4,86.3,0
5200,0,13.99,60000.0,177.7,2,4,94.7,1
15000,1,19.29,75000.0,391.51,2,2,70.9,0
4800,0,11.49,30000.0,158.27,0,5,85.3,0
10000,0,13.99,146000.0,341.73,2,4,65.4,0
16000,0,8.49,65000.0,415.06,2,6,25.8,0
5775,0,5.42,35554.0,174.18,1,6,15.1,1
2800,0,13.49,55000.0,95.01,1,4,55.0,0
17325,0,11.99,114000.0,575.36,2,5,65.9,0
1450,0,10.59,55000.0,47.2,0,5,87.5,0
16000,1,14.79,66996.0,378.88,1,4,32.9,0
12800,1,18.39,67000.0,327.76,0,2,76.6,0
1500,0,9.99,41004.0,48.4,2,5,0.0,0
5000,0,12.99,128000.0,168.45,1,4,78.5,1
16000,0,10.99,83000.0,523.75,2,5,61.0,0
15000,1,10.99,80000.0,326.07,0,5,2.9,0
12000,0,7.49,155000.0,313.35,2,6,17.1,0
5000,0,9.99,75000.0,161.32,2,5,70.4,0
8000,0,15.99,42000.0,281.22,2,3,54.4,0
35000,0,17.99,104000.0,1265.16,1,2,70.0,0
12600,0,16.89,55993.6,448.54,2,3,85.2,0
8400,0,7.49,70000.0,261.26,0,6,53.2,0
22250,1,14.79,38400.0,349.28,1,4,51.5,1
5100,0,7.49,37200.0,158.62,0,6,10.4,0
6000,1,16.89,36996.0,148.77,0,3,78.7,0
3250,0,5.42,30000.0,98.02,2,6,8.4,0
13650,1,16.49,40000.0,253.78,2,3,19.8,0
6500,0,10.99,55605.0,212.78,0,5,76.0,0
25000,1,11.49,96000.0,355.1,1,5,45.6,0
20000,1,13.49,73000.0,328.4,1,4,75.2,0
23000,1,19.69,65000.0,605.4,1,2,99.1,0
7000,0,5.99,19200.0,212.93,0,6,0.0,0
5500,1,8.49,39600.0,112.82,0,6,36.6,0
12000,0,9.99,61000.0,387.15,2,5,34.3,0
6600,0,10.59,60000.0,214.8,2,5,89.9,0
2300,0,6.99,64000.0,71.01,2,6,5.8,0
13100,1,20.25,80000.0,348.9,1,1,72.1,0
15000,1,14.79,52000.0,355.2,2,4,17.4,1
10000,0,11.99,52000.0,332.1,1,5,40.9,0
8000,0,5.99,120000.0,243.34,1,6,1.9,0
16000,0,10.99,98000.0,523.75,0,5,50.7,0
8000,0,10.59,86875.0,260.36,0,5,84.9,0
10000,0,7.49,28800.0,311.02,2,6,6.8,0
16000,1,10.99,39960.0,347.8,0,5,9.9,1
6000,0,11.99,105500.0,199.26,2,5,80.6,0
10000,1,13.49,178548.0,230.05,2,4,3.3,0
6000,0,15.23,78408.0,208.67,2,4,0.0,0
3000,0,15.23,42000.0,104.34,2,4,98.6,0
6000,0,7.49,26000.0,140.74,0,6,7.8,0
8000,0,15.62,50400.0,279.76,2,3,37.9,0
12000,1,11.99,50000.0,229.63,2,5,63.6,0
8450,1,13.49,16500.0,194.39,1,4,0.0,1
10000,0,7.49,105000.0,227.82,2,6,10.3,0
7000,0,15.99,144000.0,246.07,0,3,91.3,1
5000,0,9.99,51800.0,161.32,1,5,79.8,0
6000,0,6.99,46500.0,185.24,1,6,3.9,0
35000,1,19.69,90000.0,617.91,2,2,0.0,0
6000,0,15.23,28800.0,208.67,0,4,46.6,0
20000,1,17.49,49000.0,320.24,2,3,70.4,0
2100,0,9.99,21600.0,67.76,2,5,33.8,0
18000,1,17.99,158899.0,456.99,1,2,67.1,1
6075,1,15.99,45000.0,147.7,2,3,70.2,0
13700,1,11.49,63000.0,232.52,1,5,0.0,1
6800,0,10.59,41600.0,221.31,2,5,34.3,0
9000,0,7.49,27500.0,279.92,2,6,63.4,0
9600,0,8.49,40000.0,238.3,2,6,18.5,0
12000,0,11.99,39000.0,398.52,1,5,17.6,0
23200,1,10.99,140000.0,326.61,1,5,66.6,0
35000,1,17.49,80000.0,573.3,2,3,55.2,1
9600,0,10.59,93600.0,312.44,0,5,70.3,1
20000,0,7.49,87000.0,485.19,1,6,10.8,0
35000,1,15.99,70000.0,617.55,2,3,0.0,1
16450,1,11.49,50000.0,308.93,0,5,52.6,0
5000,0,11.49,38400.0,164.86,1,5,34.2,0
20000,1,15.23,42000.0,478.22,1,4,62.3,0
4000,0,7.49,83200.0,124.41,0,6,46.2,0
11200,1,21.74,67000.0,307.68,2,1,39.6,1
35000,1,21.36,214200.0,697.77,1,1,70.6,0
8000,0,8.49,70000.0,252.51,2,6,29.8,0
5600,0,9.99,62000.0,180.67,1,5,29.5,0
10000,0,8.49,80000.0,315.63,2,6,42.9,0
8350,0,6.99,77100.0,257.79,0,6,1.2,0
14075,1,20.25,39000.0,374.87,1,1,77.4,0
30000,1,17.99,123996.0,475.4,1,2,83.2,1
6200,0,8.49,100000.0,195.7,1,6,20.0,0
9000,0,5.99,30000.0,273.76,0,6,24.9,0
2400,1,17.99,12000.0,60.94,0,2,38.8,0
3600,1,15.23,98004.0,86.08,2,4,85.1,0
10000,0,13.99,31200.0,341.73,1,4,87.6,0
12000,1,10.59,48000.0,165.31,2,5,32.4,1
35000,1,13.49,100000.0,557.87,1,4,17.8,0
4500,0,13.49,47000.0,152.69,0,4,20.1,1
15000,0,15.99,103000.0,527.29,0,3,31.0,0
8000,0,11.49,21600.0,263.78,0,5,9.6,0
5950,0,5.99,42000.0,180.99,0,6,23.8,0
10000,0,13.99,32400.0,341.73,0,4,59.7,0
11500,0,11.49,40000.0,379.17,2,5,3.4,1
12000,1,13.49,110000.0,276.06,0,4,11.8,0
1500,0,10.99,33996.0,49.11,0,5,41.4,0
1000,0,11.49,98800.0,32.98,0,5,87.4,0
35000,1,10.99,48712.44,520.62,1,5,36.5,0
4000,0,11.99,77000.0,132.84,0,5,72.3,0
7000,0,8.49,50000.0,220.95,2,6,34.4,0
19150,0,6.99,79100.0,489.33,0,6,23.1,0
9500,0,11.99,35004.0,315.5,0,5,0.1,0
8000,0,5.99,39996.0,192.4,0,6,11.3,0
9000,0,11.99,39600.0,298.89,2,5,59.6,0
6000,0,11.99,109000.0,199.26,2,5,82.1,0
14000,0,17.49,132000.0,502.56,2,3,78.7,0
25000,1,21.74,120000.0,686.79,1,1,90.8,0
30000,1,17.99,74500.0,482.38,1,2,69.2,0
12500,0,7.49,85000.0,388.78,0,6,16.7,0
5500,0,11.49,48000.0,181.35,0,5,46.0,0
8000,0,8.49,77500.0,252.51,2,6,57.2,0
6400,0,10.99,80000.0,209.5,2,5,94.4,0
13750,1,12.99,55000.0,191.09,1,4,23.3,0
12000,0,15.62,78000.0,419.64,1,3,95.8,0
7500,0,10.99,25000.0,245.51,0,5,67.3,0
6000,0,8.49,30000.0,189.38,0,6,45.7,0
10000,0,15.23,28932.0,347.79,2,4,83.7,0
21000,1,17.99,120000.0,500.78,1,2,70.9,1
5000,0,11.49,99996.0,164.86,2,5,92.0,0
5000,0,16.49,24000.0,177.0,2,3,11.9,0
4800,0,9.99,90000.0,154.86,2,5,40.3,0
5000,0,10.99,25000.0,163.67,2,5,23.2,0
8125,1,16.89,59750.0,201.45,0,3,86.1,1
5000,1,13.49,60000.0,115.03,1,4,52.3,0
6000,0,5.99,57000.0,182.51,0,6,3.2,0
2400,0,9.99,38400.0,77.43,2,5,46.5,0
20000,0,12.99,150000.0,673.79,1,4,77.5,0
9000,1,10.99,93408.0,195.64,2,5,3.6,0
14000,0,10.99,140400.0,458.28,1,5,69.6,0
5000,0,10.99,24000.0,163.67,0,5,71.3,1
4800,0,17.49,52800.0,172.31,0,3,99.7,0
9000,0,10.59,60000.0,292.91,2,5,34.3,0
15500,0,11.99,38400.0,514.75,2,5,92.5,0
1400,0,15.62,14650.0,48.96,0,3,10.8,0
12000,0,11.99,105859.0,398.52,2,5,52.0,0
1500,1,12.99,33000.0,34.13,1,4,26.7,0
6225,0,14.79,33500.0,215.16,2,4,85.8,0
16000,1,14.79,50000.0,257.52,2,4,40.5,0
18000,1,16.89,70000.0,446.29,2,3,39.2,0
4000,0,5.99,68000.0,121.67,0,6,30.1,0
16000,1,11.49,58179.0,220.43,0,5,59.3,1
2800,0,10.59,48956.0,91.13,2,5,41.9,0
25000,1,13.49,100000.0,445.72,1,4,20.4,0
5000,0,6.99,30000.0,154.37,0,6,18.8,0
12000,1,16.89,107000.0,297.53,0,3,90.3,0
6000,1,15.99,41004.0,145.88,0,3,8.8,0
7000,0,11.49,37800.0,230.8,2,5,42.1,0
20000,1,17.99,140004.0,507.76,1,2,93.6,1
3500,0,16.49,22292.0,123.9,2,3,73.6,0
12000,0,5.42,74700.0,361.92,2,6,58.0,0
16000,0,11.49,55152.0,527.55,1,5,10.7,0
14000,0,10.99,310000.0,458.28,1,5,85.0,0
28000,0,8.49,84000.0,561.04,1,6,23.7,0
4800,0,9.99,38400.0,154.86,2,5,36.9,1
7000,0,13.99,90000.0,239.21,1,4,72.1,0
8325,0,15.99,33000.0,292.65,2,3,29.7,0
5000,0,6.99,80000.0,154.37,0,6,14.4,0
8250,1,17.49,20000.0,207.22,1,3,57.2,0
10000,0,19.69,96000.0,370.06,2,2,92.6,0
5000,0,10.99,24000.0,163.67,2,5,0.0,0
25000,1,20.25,51000.0,451.44,1,1,57.4,0
3000,0,11.49,37000.0,98.92,2,5,33.3,0
16200,1,19.29,53000.0,422.83,1,2,85.3,0
6000,0,10.99,100000.0,196.41,0,5,71.3,0
6000,0,15.62,60000.0,209.82,2,3,10.0,0
22000,1,20.25,60000.0,380.86,1,1,60.8,1
18000,0,13.99,100000.0,615.11,2,4,13.9,0
17000,1,11.99,81000.0,378.07,1,5,49.7,0
2000,0,16.49,36108.0,70.8,2,3,77.5,0
8600,0,5.99,130000.0,261.59,0,6,48.8,0
15000,1,19.29,75000.0,391.51,0,2,71.1,1
24000,1,15.23,76000.0,444.15,2,4,51.5,0
21725,1,19.29,44000.0,567.04,0,2,0.0,1
17000,0,8.49,51000.0,469.5,1,6,46.5,0
28000,1,21.36,121400.0,533.55,1,1,0.0,0
4000,0,5.42,25440.0,120.64,0,6,15.5,0
3500,0,10.59,38000.0,113.91,0,5,94.5,0
16000,0,10.99,42000.0,523.75,2,5,44.8,1
9725,1,17.49,70000.0,244.27,0,3,88.6,0
24000,1,17.49,201000.0,602.81,1,3,78.0,1
12000,1,11.99,70000.0,266.88,1,5,53.4,1
7200,0,7.49,89000.0,223.94,0,6,54.7,0
4800,0,7.49,24000.0,149.29,0,6,19.5,0
3500,1,11.99,36000.0,77.84,1,5,42.4,1
9000,0,10.99,75000.0,294.61,1,5,65.3,0
24000,1,19.69,90000.0,601.46,1,2,96.1,0
4200,0,15.23,55000.0,146.07,2,4,34.8,0
3500,0,9.99,47000.0,112.92,0,5,46.0,0
22400,0,9.99,75912.0,722.68,1,5,12.1,0
7600,1,10.59,33996.0,163.7,2,5,47.9,1
12000,0,16.89,73000.0,427.18,2,3,22.7,0
10000,0,18.39,175400.0,363.49,1,2,97.1,1
